2,77,0,18,0,0
18,77,0,17,0,0
36,78,0,17,0,0
54,78,0,17,0,0
72,79,0,17,0,0
90,76,0,18,0,0
108,77,0,17,0,0
128,77,0,18,0,0
146,77,0,17,0,0
166,79,0,17,0,0
184,78,0,18,0,0
203,80,0,18,0,0
222,80,0,18,0,0
241,81,0,18,0,0
260,80,0,17,0,0
299,79,0,18,0,0
317,79,0,18,0,0
337,82,0,18,0,0
355,84,0,18,0,0
374,82,0,18,0,0
393,83,0,17,0,0
412,84,0,18,0,0
431,84,0,17,0,0
450,83,0,17,0,0
469,81,0,17,0,0
488,83,0,17,0,0
508,82,0,17,0,0
526,83,0,17,0,0
545,82,0,17,0,0
583,83,0,17,0,0
602,83,0,18,0,0
621,84,0,17,0,0
640,84,0,17,0,0
659,83,0,17,0,0
679,85,0,17,0,0
716,132,0,17,0,0
736,119,0,16,0,0
756,119,0,20,0,15
778,81,0,20,0,16
797,72,0,16,0,97
818,76,0,17,0,102
839,87,2,18,0,105
860,99,4,16,0,106
881,103,2,28,0,104
904,122,3,27,0,103
925,130,52,27,0,111
949,134,63,32,0,112
972,131,62,28,0,111
996,128,63,19,0,109
1020,160,58,3,0,104
1042,155,7,6,0,108
1065,113,3,9,0,106
1087,111,2,11,0,88
1109,94,1,10,0,0
1150,84,22,4,0,100
1171,109,9,13,0,0
1193,112,1,13,0,0
1214,121,14,13,0,15
1237,127,28,12,0,100
1261,130,46,16,0,108
1286,127,38,16,0,107
1310,133,40,4,0,107
1334,145,51,10,0,109
1358,147,61,21,0,108
1383,160,61,38,0,108
1407,162,65,33,0,111
1431,166,67,27,0,111
1456,164,65,29,0,98
1479,162,64,25,0,110
1504,118,61,33,0,107
1528,119,10,17,0,0
1550,115,3,6,0,106
1572,109,1,6,0,107
1595,113,1,5,0,107
1617,111,2,6,0,103
1639,110,0,12,0,103
1663,113,0,14,0,102
1686,115,0,15,0,107
1710,118,0,16,0,109
1732,116,0,6,0,108
1755,117,1,18,0,107
1778,120,2,22,0,106
1802,122,3,24,0,109
1824,128,59,34,0,78
1848,141,59,55,0,19
1871,139,61,55,0,109
1896,145,60,41,0,109
1921,142,61,46,0,106
1945,139,60,40,0,108
1969,138,55,38,0,107
1993,131,58,40,0,0
2016,128,57,38,0,100
2040,125,55,36,0,99
2064,119,36,20,0,103
2089,116,34,20,0,0
2110,116,33,20,0,0
2133,116,0,21,0,0
2154,117,0,18,0,0
2175,119,0,17,0,0
2196,120,2,26,0,107
2220,121,46,30,0,107
2244,122,45,32,0,96
2267,124,52,28,0,107
2291,126,56,40,0,108
2316,129,56,43,0,102
2340,179,60,51,0,107
2365,170,60,56,0,107
2390,136,58,53,0,106
2414,135,59,54,0,99
2437,132,58,45,0,0
2459,131,56,42,0,0
2482,126,55,50,0,92
2505,124,8,46,0,102
2528,122,1,34,0,106
2551,117,45,28,0,0
2574,114,10,18,0,0
2596,115,3,17,0,0
2617,114,2,17,0,0
2638,117,3,17,0,0
2660,117,3,18,0,0
2680,118,3,19,0,106
2704,121,1,39,0,105
2728,126,1,41,0,101
2751,132,4,44,0,106
2775,150,54,45,0,107
2798,181,58,45,0,106
2823,184,61,61,0,104
2847,185,61,64,0,107
2872,185,60,47,0,106
2897,184,59,52,0,105
2921,183,57,44,0,0
2943,149,53,41,0,96
2966,128,58,48,0,97
2990,128,1,42,0,106
3013,131,6,36,0,106
3037,125,47,37,0,0
3058,121,10,29,0,93
3082,120,2,20,0,87
3104,117,1,20,0,86
3126,118,2,34,0,90
3148,119,1,39,0,96
3171,120,0,42,0,99
3193,123,4,44,0,104
3216,124,3,45,0,103
3240,133,3,47,0,99
3262,172,49,42,0,103
3287,183,59,54,0,104
3311,185,60,78,0,107
3335,188,59,68,0,106
3359,187,60,53,0,103
3384,186,61,46,0,106
3409,136,59,43,0,90
3432,167,48,48,0,93
3456,165,47,39,0,106
3479,162,46,42,0,106
3504,162,47,36,0,103
3528,159,12,29,0,0
3551,152,3,26,0,0
3572,151,2,18,0,0
3593,153,3,27,0,0
3614,153,3,28,0,104
3638,155,0,37,0,99
3659,157,46,42,0,102
3684,159,46,45,0,102
3709,160,48,46,0,94
3732,165,49,50,0,96
3756,206,56,54,0,101
3780,193,60,75,0,106
3804,191,59,68,0,107
3828,188,59,60,0,102
3853,201,60,45,0,100
3878,182,59,43,0,103
3902,180,51,47,0,103
3927,175,48,38,0,106
3951,174,46,34,0,104
3975,173,45,29,0,0
4019,169,11,26,0,0
4041,168,12,19,0,0
4063,169,4,29,0,0
4084,170,45,31,0,96
4108,172,47,36,0,106
4132,172,48,39,0,99
4155,173,48,40,0,105
4180,176,50,47,0,103
4204,180,56,52,0,103
4229,220,49,63,0,101
4253,202,60,74,0,107
4278,160,58,65,0,107
4301,161,57,62,0,107
4326,169,58,46,0,106
4351,172,50,43,0,88
4374,170,47,49,0,88
4398,165,48,44,0,105
4422,167,47,42,0,101
4446,171,47,36,0,94
4469,168,44,34,0,0
4492,165,4,32,0,0
4513,165,5,25,0,0
4534,165,5,33,0,0
4555,166,4,34,0,99
4578,169,46,35,0,103
4602,169,47,34,0,106
4626,170,47,40,0,105
4651,172,48,43,0,67
4674,173,48,50,0,106
4699,174,53,55,0,107
4723,177,85,59,0,80
4747,181,84,66,0,109
4770,180,58,62,0,108
4795,181,57,54,0,107
4820,178,57,44,0,0
4842,176,49,37,0,0
4865,178,48,43,0,89
4887,178,48,39,0,72
4911,175,47,30,0,102
4935,173,47,20,0,99
4959,172,3,16,0,95
4981,171,3,15,0,0
5002,171,3,16,0,0
5023,173,45,18,0,102
5048,174,46,16,0,105
5073,176,47,17,0,107
5096,178,47,29,0,106
5121,180,51,37,0,105
5145,177,81,37,0,106
5170,184,85,43,0,107
5194,184,89,54,0,107
5219,179,92,54,0,109
5244,179,62,45,0,109
5267,180,62,43,0,105
5292,181,61,36,0,94
5315,179,60,29,0,76
5339,173,55,27,0,97
5362,167,48,22,0,89
5385,168,47,28,0,97
5408,167,47,20,0,53
5432,168,46,15,0,97
5455,169,1,15,0,0
5476,166,2,15,0,0
5497,168,45,15,0,91
5521,167,47,10,0,102
5546,166,47,16,0,107
5570,168,47,20,0,107
5595,171,48,28,0,106
5618,172,57,33,0,89
5642,178,72,35,0,107
5666,161,72,37,0,107
5691,168,100,45,0,108
5717,166,63,41,0,107
5741,161,63,34,0,107
5766,149,61,29,0,107
5789,132,53,27,0,0
5812,163,50,25,0,79
5835,157,56,19,0,99
5859,159,50,7,0,102
5881,149,46,19,0,88
5905,142,46,10,0,0
5928,155,1,15,0,0
5949,153,1,14,0,0
5970,140,46,14,0,86
5993,139,47,15,0,89
6017,111,47,18,0,107
6041,157,55,27,0,107
6066,169,56,24,0,78
6088,168,59,31,0,98
6112,171,60,40,0,107
6136,160,63,44,0,107
6161,135,67,59,0,107
6186,136,64,54,0,107
6210,136,64,49,0,105
6235,136,64,37,1,107
6258,150,63,34,0,102
6283,151,60,40,0,87
6306,165,57,29,0,93
6330,165,55,18,0,94
6354,161,53,22,0,98
6376,155,78,16,0,94
6400,155,53,18,0,88
6423,153,76,17,0,100
6448,144,54,17,0,105
6472,154,54,17,0,106
6497,151,55,19,0,107
6520,156,56,23,0,106
6545,158,64,26,0,104
6570,171,63,31,0,84
6593,165,65,39,0,109
6618,163,70,47,0,108
6642,171,71,42,0,108
6666,164,67,42,0,109
6690,163,66,38,0,108
6715,166,66,29,0,103
6740,157,64,35,0,92
6763,166,56,31,0,90
6787,165,79,21,0,99
6809,164,54,20,0,102
6834,167,48,18,0,104
6858,157,53,18,0,98
6882,153,52,17,0,102
6906,158,54,18,0,105
6931,162,54,18,0,106
6955,173,53,20,0,107
6979,174,54,20,0,107
7004,174,60,21,0,79
7027,178,59,30,0,89
7051,180,61,32,0,107
7075,182,62,40,0,108
7100,181,66,45,0,107
7124,183,69,46,0,109
7148,182,65,45,0,109
7173,181,114,44,0,107
7198,178,75,32,0,102
7223,174,68,34,0,87
7246,170,90,29,0,98
7269,167,105,18,0,106
7295,167,53,18,0,106
7319,169,52,18,0,105
7344,167,48,16,0,96
7367,173,51,17,0,94
7391,172,52,18,0,103
7415,171,55,19,0,106
7439,172,55,21,0,106
7464,172,60,19,0,101
7488,175,62,30,0,107
7513,176,64,33,0,107
7537,179,65,34,0,108
7562,182,69,46,0,108
7586,183,103,46,0,109
7611,180,100,48,0,109
7637,180,97,38,0,108
7661,178,92,29,0,92
7685,166,80,39,0,0
7707,166,60,30,0,89
7731,165,87,29,0,100
7754,167,66,20,0,105
7779,166,39,18,0,78
7802,164,49,17,0,0
7825,171,38,18,0,0
7870,170,40,18,0,97
7894,171,52,17,0,103
7918,171,54,16,0,104
7943,172,55,22,0,107
7967,174,59,31,0,88
7990,175,62,34,0,106
8014,179,70,36,0,106
8039,185,68,55,0,108
8064,189,76,71,0,107
8088,187,115,56,0,107
8114,187,114,52,0,107
8139,175,112,40,0,107
8165,174,102,37,0,89
8190,178,101,31,0,77
8213,178,113,30,0,94
8238,176,111,28,0,95
8262,176,99,21,0,96
8286,173,102,16,0,0
8309,170,63,19,0,0
8331,171,63,20,0,91
8354,174,67,21,0,89
8378,174,66,17,0,101
8403,173,67,29,0,104
8427,178,67,33,0,72
8451,178,68,33,0,100
8474,179,68,41,0,106
8499,185,71,55,0,107
8523,186,71,61,0,107
8548,187,122,72,0,107
8574,186,120,62,0,107
8599,185,120,56,0,107
8625,176,118,45,0,89
8649,170,111,40,0,94
8674,170,108,39,0,101
8698,168,112,36,0,98
8723,170,61,30,0,0
8746,170,60,27,0,0
8768,169,60,22,0,0
8790,168,72,20,0,0
8812,171,60,17,0,102
8837,171,61,31,0,102
8861,174,61,33,0,105
8886,174,64,36,0,107
8910,177,67,37,0,98
8933,179,69,46,0,106
8958,181,69,52,0,106
8982,183,70,59,0,106
9007,224,70,64,0,107
9031,183,93,61,0,105
9056,182,119,58,0,106
9081,182,114,43,0,107
9107,173,111,42,0,87
9131,172,79,37,0,93
9154,172,68,28,0,100
9179,170,66,35,0,105
9203,166,61,33,0,98
9227,167,74,35,0,0
9248,169,61,31,0,0
9271,167,61,26,0,65
9294,171,62,38,0,96
9318,169,62,40,0,93
9342,172,62,39,0,101
9366,176,62,45,0,107
9390,176,67,52,0,100
9414,178,68,51,0,105
9439,181,70,53,0,107
9463,228,71,62,0,106
9488,229,72,75,0,105
9513,187,74,57,0,103
9536,185,74,54,0,106
9561,181,75,44,0,92
9584,176,69,38,0,94
9608,177,69,37,0,99
9631,175,67,41,0,100
9656,175,62,35,0,100
9679,176,61,43,0,1
9702,173,94,32,0,0
9725,174,61,18,0,0
9747,172,61,19,0,87
9770,172,62,34,0,97
9793,174,61,39,0,100
9818,178,66,39,0,101
9842,181,62,42,0,107
9867,182,67,43,0,93
9890,183,67,47,0,102
9914,227,69,55,0,107
9939,231,69,65,0,105
9963,229,75,73,0,102
9988,230,118,59,0,100
10013,227,120,49,0,104
10040,183,97,39,0,106
10066,183,91,37,0,94
10090,184,88,37,0,97
10115,183,78,39,0,101
10139,180,65,36,0,99
10164,180,62,32,0,0
10187,177,62,31,0,2
10211,176,62,21,0,66
10236,179,62,31,0,87
10260,179,62,40,0,97
10285,180,62,39,0,91
10308,186,62,42,0,106
10334,187,66,46,0,101
10359,187,68,47,0,105
10385,231,69,50,0,107
10411,233,71,66,0,106
10436,233,76,73,0,105
10462,192,116,58,0,106
10488,190,123,51,0,108
10515,187,123,38,0,80
10541,183,122,32,0,89
10566,182,89,32,0,99
10591,182,105,37,0,99
10615,181,76,35,0,0
10639,178,71,30,0,0
10663,180,97,20,0,0
10686,180,102,22,0,93
10712,180,103,35,0,92
10737,179,63,35,0,100
10763,180,62,39,0,105
10788,188,66,40,0,103
10813,187,69,46,0,106
10839,190,68,48,0,106
10864,231,70,61,0,107
10890,227,70,72,0,107
10915,186,128,58,0,107
10942,185,121,54,0,108
10969,183,126,46,0,100
10995,181,120,41,0,82
11021,179,68,45,0,90
11046,176,66,40,0,96
11070,174,76,36,0,0
11093,174,61,32,0,0
11116,174,99,32,0,0
11140,174,67,31,0,0
11163,173,67,34,0,81
11188,177,67,40,0,92
11212,173,62,41,0,96
11236,175,61,42,0,106
11262,181,68,46,0,104
11287,183,67,47,0,106
11313,187,69,54,0,107
11338,230,70,67,0,107
11364,228,71,74,0,108
11390,228,71,64,0,107
11415,227,72,56,0,107
11441,186,69,53,0,105
11466,186,68,50,0,77
11491,183,68,50,0,88
11514,180,62,47,0,99
11539,177,61,44,0,97
11564,175,61,36,0,0
11587,175,63,21,0,77
11612,171,63,16,0,74
11636,173,66,17,0,88
11660,173,66,29,0,90
11684,177,67,36,0,96
11709,181,62,37,0,105
11735,183,65,39,0,99
11759,184,67,44,0,105
11785,187,70,49,0,107
11810,229,70,61,0,107
11836,228,71,77,0,106
11862,228,75,64,0,106
11887,227,125,56,0,106
11914,184,91,47,0,106
11938,182,69,46,0,87
11963,184,67,45,0,96
11988,183,62,44,0,99
12012,180,61,48,0,0
12036,181,65,43,0,0
12059,178,68,41,0,0
12082,178,68,42,0,0
12105,178,69,44,0,64
12130,179,70,44,0,87
12154,182,69,45,0,89
12179,183,63,45,0,91
12204,186,62,51,0,98
12228,232,63,56,0,105
12253,232,66,61,0,107
12278,233,69,77,0,107
12304,232,69,83,0,105
12330,230,69,78,0,106
12355,231,69,76,0,106
12381,230,70,62,0,86
12405,228,68,57,0,39
12430,228,66,50,0,0
12452,227,63,55,0,0
12476,181,62,54,0,0
12500,179,61,54,0,0
12523,180,64,52,0,0
12547,179,67,47,0,0
12570,177,66,46,0,0
12593,178,68,50,0,0
12616,179,67,51,0,0
12640,182,62,58,0,81
12664,225,62,60,0,0
12688,230,62,62,0,0
12711,232,62,63,0,79
12735,232,67,66,0,102
12761,235,62,78,0,106
12786,233,70,85,0,106
12812,233,71,80,0,107
12838,231,70,79,0,106
12863,230,70,68,0,102
12889,194,68,63,0,81
12913,186,66,57,0,0
12936,226,63,55,0,0
12959,181,62,52,0,0
12983,179,61,48,0,0
13006,176,107,50,0,0
13031,179,100,48,0,0
13056,179,69,43,0,0
13078,181,63,46,0,0
13102,179,65,54,0,87
13126,183,103,55,0,93
13152,183,103,58,0,104
13178,193,67,58,0,93
13203,231,69,65,0,87
13228,235,69,75,0,107
13253,231,70,90,0,106
13279,232,73,84,0,107
13303,232,119,77,0,105
13330,232,115,75,0,107
13357,228,86,63,0,84
13381,185,68,55,0,0
13405,183,63,54,0,0
13428,182,70,52,0,0
13452,178,63,50,0,0
13475,176,104,54,0,0
13499,174,101,46,0,0
13524,174,61,41,0,0
13547,177,63,47,0,0
13571,178,105,48,0,98
13596,176,78,53,0,94
13621,180,100,58,0,94
13646,227,61,60,0,1
13669,232,66,67,0,101
13695,233,68,73,0,106
13720,235,70,85,0,106
13746,235,71,94,0,106
13771,233,78,83,0,105
13797,232,83,80,0,106
13823,232,81,70,0,90
13847,191,76,63,0,69
13872,188,67,61,0,0
13894,187,69,54,0,1
13918,184,73,54,0,0
13941,179,63,56,0,0
13965,180,93,50,0,0
13988,181,75,34,0,0
14011,181,103,38,0,0
14036,181,103,49,0,96
14061,183,62,52,0,99
14086,185,61,54,0,103
14111,187,62,56,0,92
14136,190,66,57,0,96
14161,224,68,60,0,95
14185,236,68,72,0,106
14210,234,70,80,0,105
14235,234,70,82,0,101
14261,231,125,73,0,102
14287,231,124,71,0,106
14314,228,124,57,0,70
14340,189,122,57,0,35
14365,188,112,52,0,0
14390,183,61,53,0,3
14413,184,61,50,0,3
14437,182,61,50,0,0
14460,181,60,51,0,0
14483,181,61,51,0,0
14507,181,61,51,0,0
14530,180,62,54,0,90
14555,183,62,58,0,89
14579,185,62,56,0,105
14604,188,66,59,0,98
14628,189,68,59,0,106
14654,231,70,72,0,106
14680,235,71,84,0,106
14705,241,96,88,0,108
14731,228,123,77,0,105
14758,228,129,72,0,107
14784,189,126,64,0,96
14810,187,121,58,0,82
14835,185,115,57,0,2
14860,185,61,55,0,0
14882,180,69,53,0,0
14906,179,61,49,0,0
14930,179,104,47,0,0
14954,179,62,35,0,0
14978,179,61,39,0,84
15002,180,99,51,0,88
15026,184,61,57,0,97
15050,184,62,56,0,103
15076,186,62,57,0,93
15101,189,67,59,0,99
15125,229,69,70,0,101
15151,232,70,80,0,107
15176,240,70,87,0,107
15202,231,69,74,0,106
15228,231,124,73,0,106
15254,190,120,64,0,100
15281,187,67,55,0,36
15304,186,65,57,0,2
15328,184,62,57,0,0
15351,181,66,54,0,0
15375,179,61,48,0,0
15399,179,61,38,0,0
15421,178,61,24,0,0
15445,179,61,34,0,80
15469,179,61,39,0,90
15494,181,61,40,0,97
15518,183,61,47,0,98
15543,185,62,48,0,81
15566,186,66,52,0,87
15591,188,68,60,0,107
15617,230,69,71,0,106
15642,230,125,87,0,105
15669,227,123,77,0,106
15695,192,119,73,0,106
15722,186,115,69,0,101
15749,185,68,58,0,85
15773,184,107,59,0,86
15799,184,110,59,0,2
15823,183,98,55,0,2
15847,180,95,45,0,0
15870,179,100,51,0,0
15894,178,99,43,0,0
15918,178,95,52,0,0
15941,178,98,53,0,91
15966,181,63,54,0,96
15990,183,99,57,0,97
16014,184,99,59,0,100
16040,186,110,59,0,95
16065,231,122,69,0,105
16092,232,122,81,0,107
16118,230,123,92,0,108
16145,227,81,68,0,107
16171,227,81,67,0,108
16196,225,83,61,0,80
16221,183,88,58,0,97
16245,182,85,53,0,1
16269,217,83,54,0,1
16291,181,82,51,0,2
16315,178,61,50,0,0
16339,175,61,46,0,0
16362,174,90,39,0,0
16386,176,90,45,0,77
16409,175,89,49,0,90
16434,178,85,50,0,94
16458,179,61,52,0,101
16484,179,86,57,0,96
16509,224,95,54,0,101
16534,228,98,63,0,98
16559,233,98,76,0,106
16584,227,101,94,0,106
16611,229,88,82,0,106
16636,228,90,76,0,106
16661,228,89,71,0,96
16686,193,84,67,0,78
16710,226,75,63,0,0
16734,221,67,59,0,0
16757,174,68,60,0,0
16780,175,68,58,0,0
16803,172,74,55,0,0
16827,172,64,52,0,0
16851,172,70,50,0,0
16874,173,71,55,0,0
16898,175,70,59,0,96
16921,176,69,60,0,92
16946,221,68,63,0,87
16970,227,62,65,0,0
16994,230,68,71,0,0
17017,227,71,75,0,78
17042,232,74,87,0,105
17067,231,75,95,0,105
17092,234,76,91,0,104
17118,233,76,86,0,104
17143,229,73,81,0,1
17167,224,67,75,0,0
17191,225,67,72,0,0
17214,225,67,69,0,1
17237,220,68,62,0,0
17260,214,67,61,0,0
17284,173,65,57,0,0
17307,174,67,49,0,0
17331,172,70,49,0,0
17353,175,65,50,0,0
17377,177,65,54,0,94
17401,177,63,58,0,99
17426,179,64,59,0,106
17452,179,65,61,0,87
17476,227,74,59,0,104
17502,232,69,67,0,105
17527,233,72,76,0,105
17553,216,87,89,0,95
17577,209,72,83,0,100
17602,221,72,76,0,99
17627,214,70,71,0,106
17652,217,67,67,0,82
17677,221,67,59,0,0
17700,221,61,59,0,0
17723,173,61,58,0,0
17747,173,61,55,0,0
17770,175,61,57,0,0
17794,174,61,52,0,0
17817,174,61,52,0,0
17841,174,62,54,0,0
17863,175,62,57,0,0
17887,177,61,58,0,91
17911,180,61,59,0,98
17936,180,62,59,0,90
17961,225,68,64,0,103
17986,224,68,69,0,104
18012,226,69,76,0,106
18036,214,69,89,0,106
18062,205,66,73,0,105
18088,215,81,72,0,106
18113,215,79,68,0,97
18138,206,67,63,0,43
18162,207,61,59,0,3
18186,163,61,58,0,2
18209,167,61,57,0,2
18232,163,60,55,0,0
18255,160,61,49,0,0
18279,163,61,33,0,0
18303,161,61,43,0,0
18326,163,61,51,0,88
18350,162,61,52,0,93
18374,167,61,57,0,84
18399,167,61,61,0,104
18424,220,62,62,0,88
18449,219,79,61,0,89
18474,221,105,76,0,106
18500,216,105,92,0,106
18527,185,141,85,0,104
18553,220,142,70,0,106
18580,215,143,68,0,0
18605,213,126,58,0,98
18629,206,111,55,0,42
18655,202,61,53,0,2
18678,163,61,56,0,3
18702,171,61,58,0,0
18726,159,61,56,0,0
18749,156,61,50,0,0
18772,155,61,47,0,0
18795,156,61,48,0,97
18820,161,62,53,0,95
18844,169,61,59,0,98
18869,169,61,61,0,95
18893,210,61,65,0,105
18919,214,66,70,0,99
18943,217,122,75,0,101
18969,218,116,83,0,106
18996,215,82,88,0,106
19021,212,65,79,0,106
19047,211,65,77,0,106
19073,215,67,71,0,40
19097,214,66,63,0,0
19121,165,62,63,0,2
19144,162,61,58,0,0
19167,162,26,59,0,0
19190,155,61,57,0,0
19214,153,61,42,0,0
19238,153,61,37,0,0
19261,155,61,43,0,95
19286,157,61,51,0,105
19310,158,61,58,0,96
19335,158,62,60,0,105
19360,165,61,61,0,104
19386,208,68,65,0,104
19412,213,69,71,0,106
19437,213,70,79,0,106
19463,218,67,92,0,107
19488,216,69,80,0,107
19514,215,68,73,0,106
19540,216,67,72,0,104
19564,165,64,61,0,89
19589,152,65,55,0,41
